target_sd,er,CASH,FLCOX,FSKAX,FXNAX,FTIHX
0.021379424708779834,0.016568555976641725,0.9238806764234402,0.013654594782968576,0.0,0.06246472879359129,6.187591127290603e-17
0.027002142149083707,0.027326298891692028,0.8536842377941292,0.0512072670813884,0.060202806093049684,0.03490568903143288,7.913813936945904e-18
0.03262485958938758,0.033785978602333164,0.8428603180087005,0.017065823380078903,0.14007385861122065,0.0,0.0
0.03824757702969145,0.03951189920223077,0.8009459729976863,0.0,0.19905402700231378,5.492277435282641e-18,0.0
0.043870294469995325,0.04485283041057857,0.757891039204373,4.070366663425255e-18,0.24210896079562708,6.6048472498877685e-18,3.6001333823669895e-17
0.049493011910299194,0.049971457154310214,0.716628171931416,0.0,0.283371828068584,2.971216105202712e-18,1.7799617203366294e-18
0.05511572935060306,0.054951456349248536,0.6764828251249082,0.0,0.3235171748750918,0.0,4.220265874664139e-17
0.06073844679090694,0.059838145545211434,0.6370896796989128,1.2228117445369033e-16,0.36291032030108705,0.0,1.56285461717658e-17
0.0663611642312108,0.06465859564519516,0.5982305085520571,1.4385735496430288e-16,0.4017694914479427,8.938011332428733e-17,3.441877970809987e-17
0.07198388167151468,0.06943012620437938,0.5597656932783928,8.94876599547985e-18,0.4402343067216073,8.036295462696962e-17,4.745965128481958e-17
0.07760659911181855,0.07416439954616513,0.5216012202045878,8.668966040225188e-17,0.4783987797954121,0.0,0.0
0.08322931655212243,0.0788695877543313,0.48367121158155213,1.444663132418259e-16,0.5163287884184478,0.0,0.0
0.08885203399242629,0.08355160359768841,0.4459280027119242,2.1897436839710213e-16,0.5540719972880755,0.0,0.0
0.09447475143273017,0.0882148395804372,0.4083361842316495,0.0,0.5916638157683505,9.736169980379388e-18,2.7972760748565727e-18
0.10009746887303404,0.09286263200389218,0.37086886116181705,3.845828349798183e-23,0.629131138838183,0.0,9.990984543141536e-18
0.1057201863133379,0.09749756336509544,0.3335052151779007,2.877245257578175e-17,0.6664947848220992,0.0,3.888464886537456e-17
0.11134290375364178,0.10212166566685994,0.2962288656632689,8.561631592249784e-19,0.7037711343367312,4.576546646888765e-18,1.527033696697251e-17
0.11696562119394566,0.10673656081121886,0.2590267379532357,0.0,0.7409732620467644,1.7544169920004693e-17,3.678875848162239e-18
0.12258833863424952,0.11134355982442391,0.22188826345100301,0.0,0.778111736548997,0.0,1.5253395551290495e-17
0.1282110560745534,0.11594373442482542,0.18480480269636823,8.886169398232115e-16,0.8151951973036309,0.0,9.78078239966413e-18
0.13383377351485726,0.12053796956789445,0.14776922178370208,0.0,0.852230778216298,2.737077962096589e-17,0.0
0.13945649095516113,0.12512700266098892,0.11077557623932767,4.0707229978334255e-17,0.8892244237606723,0.0,0.0
0.145079208395465,0.12971145324334316,0.07381887176175035,1.0871391008222234e-17,0.9261811282382496,1.428214740079237e-17,1.2218640536715611e-17
0.15070192583576886,0.13429184574360076,0.036894880765995716,3.0172530416587774e-17,0.9631051192340042,0.0,2.4169548011608087e-18
0.15632464327607276,0.1388686271423909,1.1259886712781774e-16,0.0,0.9999999999999999,5.846833165071189e-17,2.0233626963450815e-17
